subject,title,level,credit_amount,description,last_taught
CLASSICS/ENVIR ST,"GREEKS, ROMANS AND THE NATURAL ENVIRONMENT",488,3,"Examine ways in which the ancient Greeks and Romans interacted with their Mediterranean environments and the various conceptions of the natural world that they developed in poetry, prose and visual art. Explore a number of general topics that will underpin the course as a whole: the characteristics of the Mediterranean environment, the effect of nature on humankind, and the impact of humankind on nature. Study aspects of Greek and Roman engagements with nature, such as agriculture, hunting, sacr",F24
CLASSICS/HISTORY/RELIG ST,RELIGIONS OF THE ANCIENT MEDITERRANEAN,517,3,"Ancient religions in their political, social and cultural contexts; topics include ritual, literary and artistic representations, religious persecutions, and/or modern approaches to the study of ancient religions. Chronological and geographical focus will vary between Greece, Rome, Judaea and Egypt",S25
CLASSICS,PALMYRA AND THE PALMYRENES,523,3,"Explores the history and culture of ancient Palmyra. Topics considered during the first half of the course will include the city-state's art, architecture, economy, religion, and foreign relations - including with the Roman and Sassanian Empires. Also explores issues of identity and reception centered on the following questions: How did Palmyrenes in the service of the Roman army retain their ethnic identity while also integrating into Roman society? How is ancient Palmyrene society remembered a",S25
CLASSICS,UNDERGRADUATE SEMINAR: APPROACHES TO THE CLASSICAL WORLD,591,3,"Demonstrate knowledge of Classical and ancient Near Eastern societies and cultures through examination and interpretation of ancient texts in translation. Learn to compare and critique ancient Greek, Roman, and/ or Near Eastern societies and cultures to other societies and cultures. Produce an original scholarly project based on ancient Greek, Roman, or Near Eastern society and culture",S25
CLASSICS,SENIOR HONORS THESIS,681,3,Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member,F24
CLASSICS,SENIOR HONORS THESIS,682,3,Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member,S25
CLASSICS,SENIOR THESIS,691,3,"Individual mentored study for seniors completing theses, as arranged with a faculty member",F23
CLASSICS,SENIOR THESIS,692,3,"Individual mentored study for seniors completing theses, as arranged with a faculty member",S24
CLASSICS,DIRECTED READING,699,1-3,Independent study as arranged with a faculty member,U25
CLASSICS/ART HIST,THE ART AND ARCHAEOLOGY OF ANCIENT GREECE,700,3,Explores the art and archaeology of ancient Greece from the Bronze Age through the Hellenistic period,F23
CLASSICS/ART HIST,THE ART AND ARCHAEOLOGY OF ANCIENT ROME,704,3,"Explores the art and archaeology of ancient Italy, the Roman Republic, and the Roman Empire from the Iron Age to Late Antiquity",S21
CLASSICS/HISTORY,SEMINAR-ANCIENT HISTORY,801,1-3,Special problems in Greek and Roman history,S22
CLASSICS/POLI SCI,ROMAN POLITICAL THOUGHT,834,3,"In depth study of key works of Roman political thought, along with recent and classic scholarship in political theory, history, philosophy, classics, and literature",F20
CLASSICS,ADVANCED SEMINAR IN THEORY AND METHODOLOGY,900,3,"Aims to improve research skills, help develop important expertise not gained in general coursework, and to engage with topics that make CANES graduates distinctive when applying for positions after the PhD",S24
CLASSICS,CLASSICAL LITERATURE AND CULTURE,970,3-4,Examines central literary and cultural issues in classical antiquity from both Greek and Roman perspectives,F22
CNP,"TRANSITIONS: PRACTICE, PROFESSIONAL AND PERSONAL",306,3,"Designed to advance knowledge of nursing as it is embedded in clinical practice, address current and emerging health care trends, and examine healthcare workforce data and health care policy as it impacts opportunities for and impediments to nursing practice",S25
CNP,HEALTH ASSESSMENT,317,3,"Techniques of health history and physical examination to ascertain normal from variations of normal health conditions, in addition cultural and developmental variations are considered",F24
CNP,FOUNDATIONS OF PROFESSIONAL NURSING PRACTICE,407,3,"Philosophical perspectives, theories, and standards are applied to the practice of professional nursing. Factors influencing nursing/healthcare delivery are analyzed. Professional communication and critical thinking skills are enhanced",U25
CNP,CHRONIC CARE MANAGEMENT,441,3,"Exploration of interaction of biological, psychological, social, and environmental factors important to understanding management of chronic conditions at the individual, family, community, and societal levels",U25
CNP,NURSING RESEARCH AND EVIDENCE-BASED PRACTICE,446,3,"Introduces the concept of evidence-based practice, the importance of evidence to improve clinical practice, strategies to evaluate the quality of evidence, and how to design an evidence-based project",U25
CNP,LEADERSHIP AND MANAGEMENT,447,3,"Examines nursing leadership and management using relevant theories and concepts. Analyze decision-making in relation to communication, delegation, supervision and group process",S25
CNP,INFORMATION MANAGEMENT AND HEALTHCARE TECHNOLOGY,453,3,Utilize computer and information/decision science to support quality and safety in health care. Explore informatics issues and examine nursing's role in healthcare technology. Opportunities to use and master various healthcare technologies and healthcare data will be given,U25
CNP,COMMUNITY HEALTH NURSING,454,3,Nursing care of populations and communities to facilitate optimal health outcomes,U25
CNP,SPECIAL TOPICS IN NURSING,490,1-4,"The special topics course is designed to provide a planned, systematic analysis of topics, issues and problems in the area of nursing",U25
CNP,CAPSTONE PRACTICUM FOR REGISTERED NURSES,519,3,"Synthesizes professional nursing knowledge in a variety of practice settings. Practicum sites may include hospitals, clinics, long-term care (LTC), and community-based settings, or practicums in policy or health care systems. Expand skills sets by exposure to best practices in a clinical setting of choice. The practicum enriches the integration of knowledge from current and past academic and clinical learning experiences",S25
COM ARTS,INTRODUCTION TO SPEECH COMPOSITION,100,3,"Develop written and spoken communication skills through hands-on learning while studying audience- centered public speaking. Focus on becoming more confident and comfortable as a speaker and writer. Strengthen your library research skills and digital literacy. Gain essential skills for success in college courses and life beyond the university, from job interviews to professional presentations, to research talks",U25
COM ARTS,INTRODUCTION TO DIGITAL MEDIA PRODUCTION,155,4,"Teaches the skills needed to produce, engage with, and understand new and emerging technologies within the context of communication and creative expression. Become a more critical consumer and producer of digital media",S25
COM ARTS,ELEMENTS OF SPEECH-HONORS COURSE,181,3,The process of oral communication; principles of effective speaking; application of principles in selected speaking and reading projects,F24
COM ARTS,DIRECTED STUDY,198,1-3,Elementary level directed study project(s) under supervision of faculty member. Graded on a credit/no credit basis,S20
COM ARTS,DIRECTED STUDY,199,1-3,Elementary level directed study project(s) under supervision of faculty member. Graded on a lettered basis,S07
COM ARTS,INTRODUCTION TO DIGITAL COMMUNICATION,200,3,"An introduction to digital communication and how it shapes our everyday lives. Develop digital communication skills, explore digital media tools and trends, and examine expressions of power online",U25
COM ARTS,INTRODUCTORY TOPIC IN COMMUNICATION ARTS: STUDY ABROAD,213,1-6,A course carried with a UW-Madison study abroad program which has no equivalent on this campus. Current enrollment in a UW-Madison study abroad program,
COM ARTS,SURVEY OF CONTEMPORARY MEDIA,250,3,"Key concepts for the critical analysis of television, film, radio, and digital media. Focusing primarily on meanings, aesthetics, technology, media industries, representations, and audiences",S25
COM ARTS,COMMUNICATION AND HUMAN BEHAVIOR,260,3,"Concepts and processes relevant to the study of communication and human behavior including approaches to communication inquiry, the dynamics of face-to-face interaction, and the pragmatic and artistic functions of public communication",S25
COM ARTS,ARGUMENTATION AND DEBATE,262,3,"Develop your skills of argument to productively engage people in a diverse society. Learn to discuss differences with others and to contribute positively to a dynamic and diverse society. Critically examine the roles of advocates and audience members. Gain an understanding of the contexts and significance of argument in democratic societies, identity the components and qualities of arguments, construct cogent ethical arguments, and evaluate the arguments of others",S25
